timestamp,open,high,low,close,volume
2022-01-01 00:00:00,25000.0,25041.76,24936.11,24985.79,118.7295
2022-01-01 00:15:00,24985.79,25098.06,24962.16,25001.06,176.542
2022-01-01 00:30:00,25001.06,25028.4,24950.84,24988.68,81.538
2022-01-01 00:45:00,24988.68,25383.77,24942.71,25203.36,238.0837
2022-01-01 01:00:00,25203.36,25218.49,24879.49,24930.52,122.3576
2022-01-01 01:15:00,24930.52,25126.95,24897.31,25029.84,370.0195
2022-01-01 01:30:00,25029.84,25123.68,24599.18,24754.37,289.5677
2022-01-01 01:45:00,24754.37,24793.32,24152.89,24266.76,452.9475
2022-01-01 02:00:00,24266.76,24317.88,23937.78,24092.52,336.1036
2022-01-01 02:15:00,24092.52,24793.06,24034.55,24472.18,140.6436
2022-01-01 02:30:00,24472.18,25020.55,24394.05,24770.31,538.6312
2022-01-01 02:45:00,24770.31,24842.51,24620.78,24733.37,310.8157
2022-01-01 03:00:00,24733.37,25253.21,24633.98,25041.17,322.6597
2022-01-01 03:15:00,25041.17,25219.35,24269.74,24555.32,352.8773
2022-01-01 03:30:00,24555.32,24900.72,24458.62,24711.05,264.6071
2022-01-01 03:45:00,24711.05,25098.16,24613.33,24730.63,755.2046
2022-01-01 04:00:00,24730.63,25280.05,24596.68,24908.84,488.3654
2022-01-01 04:15:00,24908.84,24969.21,24706.23,24878.11,611.5962
2022-01-01 04:30:00,24878.11,26421.36,24785.93,26055.41,792.1
2022-01-01 04:45:00,26055.41,26123.57,25578.48,25756.55,521.4948
2022-01-01 05:00:00,25756.55,25938.39,24639.77,24895.09,333.1317
2022-01-01 05:15:00,24895.09,25541.85,24739.54,25089.65,254.0131
2022-01-01 05:30:00,25089.65,25186.45,24883.92,25083.56,536.9193
2022-01-01 05:45:00,25083.56,25726.58,24807.84,25320.37,993.3768
2022-01-01 06:00:00,25320.37,25549.49,24289.68,24921.62,309.4639
2022-01-01 06:15:00,24921.62,24972.31,24252.17,24484.09,818.3297
2022-01-01 06:30:00,24484.09,25346.04,24243.66,24834.41,668.3455
2022-01-01 06:45:00,24834.41,25004.85,24136.54,24646.38,846.5985
2022-01-01 07:00:00,24646.38,25246.42,24458.79,24995.7,969.3391
2022-01-01 07:15:00,24995.7,25367.04,23895.75,24516.27,273.1906
2022-01-01 07:30:00,24516.27,24559.91,23745.11,23982.39,475.763
2022-01-01 07:45:00,23982.39,24273.76,22712.95,23294.92,347.5731
2022-01-01 08:00:00,23294.92,23931.67,23158.36,23560.9,623.2505
2022-01-01 08:15:00,23560.9,24293.16,23418.26,23584.41,371.0464
2022-01-01 08:30:00,23584.41,25218.59,23530.33,24979.16,902.8034
2022-01-01 08:45:00,24979.16,25464.8,23579.75,24476.21,991.1086
2022-01-01 09:00:00,24476.21,25608.45,24262.92,24674.33,967.4855
2022-01-01 09:15:00,24674.33,26178.11,24381.83,25721.6,508.497
2022-01-01 09:30:00,25721.6,26243.35,25581.35,25800.42,1184.4742
2022-01-01 09:45:00,25800.42,26080.26,24546.17,25298.33,751.639
2022-01-01 10:00:00,25298.33,25474.27,23796.88,24541.45,316.0009
2022-01-01 10:15:00,24541.45,24623.32,23525.0,24057.27,636.3662
2022-01-01 10:30:00,24057.27,26047.49,23910.98,25577.53,440.6034
2022-01-01 10:45:00,25577.53,27170.46,25513.48,26675.51,632.9131
2022-01-01 11:00:00,26675.51,27663.56,26412.64,27243.07,1170.5465
2022-01-01 11:15:00,27243.07,28738.14,26764.84,27603.75,559.2702
2022-01-01 11:30:00,27603.75,28065.81,27470.05,27797.13,508.3471
2022-01-01 11:45:00,27797.13,28269.5,26079.52,26720.08,714.376
